,Unnamed: 0,power,base,Should Run,QPDS
0,0,2,2,False,0.0
0,0,2,3,True,89.31711078043516
0,0,2,4,False,0.0
0,0,2,5,True,95.92710696224482
0,0,2,6,True,93.57858334514172
0,0,2,7,True,93.05257625893697
0,0,2,8,True,86.58092845983616
0,0,2,9,False,0.0
0,0,2,10,False,0.0
0,0,2,11,False,0.0
0,0,2,12,False,0.0
0,0,2,13,True,87.46897116085526
0,0,2,14,True,85.22537433456039
0,0,2,15,True,79.78555389064137
0,0,2,16,False,0.0
0,0,2,17,True,94.8214895477693
0,0,2,18,True,94.37385975021805
0,0,2,19,True,97.80821432283206
0,0,2,20,True,99.1883773156424
0,0,2,21,True,99.69523396008776
0,0,2,22,True,98.4384672072336
0,0,2,23,True,94.09510048081168
0,0,2,24,True,98.23833793597288
0,0,2,25,False,0.0
0,0,3,2,False,0.0
0,0,3,3,False,0.0
0,0,3,4,True,96.95348499604334
0,0,3,5,True,99.680810761095
0,0,3,6,True,85.30847975493565
0,0,3,7,True,86.34003431767505
0,0,3,8,False,0.0
0,0,3,9,True,95.62107729472848
0,0,3,10,True,99.88614155527716
0,0,3,11,True,98.52576706556216
0,0,3,12,True,96.4688518414529
0,0,3,13,True,91.00033326345158
0,0,3,14,True,94.0177603105464
0,0,3,15,True,94.70402137376036
0,0,3,16,True,93.5380827607736
0,0,3,17,True,95.59716185553512
0,0,3,18,True,92.53238737619354
0,0,3,19,True,90.403419923106
0,0,3,20,True,93.0666252102783
0,0,3,21,True,85.6204804736633
0,0,3,22,False,0.0
0,0,3,23,False,0.0
0,0,3,24,True,77.4941794505653
0,0,3,25,False,0.0
