,Unnamed: 0,power,base,SD,Should Run,QPDS
0,0,2,2,0.6363961030678928,False,0.0
0,0,2,3,0.6363961030678928,False,0.0
0,0,2,4,0.6363961030678928,False,0.0
0,0,2,5,0.6363961030678928,False,0.0
0,0,2,6,0.6363961030678928,False,0.0
0,0,2,7,0.6363961030678928,True,97.5490911926196
0,0,2,8,0.6363961030678928,False,0.0
0,0,2,9,0.6363961030678928,False,0.0
0,0,2,10,0.6363961030678928,False,0.0
0,0,2,11,0.6363961030678928,False,0.0
0,0,2,12,0.6363961030678928,False,0.0
0,0,2,13,0.6363961030678928,False,0.0
0,0,2,14,0.6363961030678928,False,0.0
0,0,2,15,0.6363961030678928,True,94.07613131118818
0,0,2,16,0.6363961030678928,False,0.0
0,0,2,17,0.6363961030678928,False,0.0
0,0,2,18,0.6363961030678928,False,0.0
0,0,2,19,0.6363961030678928,False,0.0
0,0,2,20,0.6363961030678928,False,0.0
0,0,2,21,0.6363961030678928,True,96.98465240330265
0,0,2,22,0.6363961030678928,False,0.0
0,0,2,23,0.6363961030678928,False,0.0
0,0,2,24,0.6363961030678928,False,0.0
0,0,2,25,0.6363961030678928,False,0.0
0,0,3,2,0.6363961030678928,False,0.0
0,0,3,3,0.6363961030678928,False,0.0
0,0,3,4,0.6363961030678928,False,0.0
0,0,3,5,0.6363961030678928,False,0.0
0,0,3,6,0.6363961030678928,False,0.0
0,0,3,7,0.6363961030678928,False,0.0
0,0,3,8,0.6363961030678928,False,0.0
0,0,3,9,0.6363961030678928,False,0.0
0,0,3,10,0.6363961030678928,False,0.0
0,0,3,11,0.6363961030678928,False,0.0
0,0,3,12,0.6363961030678928,True,91.7719300972329
0,0,3,13,0.6363961030678928,False,0.0
0,0,3,14,0.6363961030678928,False,0.0
0,0,3,15,0.6363961030678928,False,0.0
0,0,3,16,0.6363961030678928,False,0.0
0,0,3,17,0.6363961030678928,False,0.0
0,0,3,18,0.6363961030678928,False,0.0
0,0,3,19,0.6363961030678928,False,0.0
0,0,3,20,0.6363961030678928,False,0.0
0,0,3,21,0.6363961030678928,False,0.0
0,0,3,22,0.6363961030678928,False,0.0
0,0,3,23,0.6363961030678928,False,0.0
0,0,3,24,0.6363961030678928,False,0.0
0,0,3,25,0.6363961030678928,False,0.0
