,Unnamed: 0,power,base,SD,Should Run,QPDS
0,0,2,2,0.4949747468305833,True,99.48447145817488
0,0,2,3,0.4949747468305833,False,0.0
0,0,2,4,0.4949747468305833,False,0.0
0,0,2,5,0.4949747468305833,True,93.31462620954714
0,0,2,6,0.4949747468305833,False,0.0
0,0,2,7,0.4949747468305833,False,0.0
0,0,2,8,0.4949747468305833,False,0.0
0,0,2,9,0.4949747468305833,False,0.0
0,0,2,10,0.4949747468305833,False,0.0
0,0,2,11,0.4949747468305833,False,0.0
0,0,3,2,0.4949747468305833,False,0.0
0,0,3,3,0.4949747468305833,False,0.0
0,0,3,4,0.4949747468305833,False,0.0
0,0,3,5,0.4949747468305833,False,0.0
0,0,3,6,0.4949747468305833,False,0.0
0,0,3,7,0.4949747468305833,False,0.0
0,0,3,8,0.4949747468305833,False,0.0
0,0,3,9,0.4949747468305833,False,0.0
0,0,3,10,0.4949747468305833,False,0.0
0,0,3,11,0.4949747468305833,False,0.0
